total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry
54.0,24.5,16.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 805 張（約當期成交量 -0.7%）', '近25個交易日融資餘額變化 -6.94%（下降代表籌碼較乾淨）', '近120個交易日內量增創高42.00元（96日前），目前拉回16.7%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約26.9%', '布林型態中性，無明顯訊號（帶寬14.0%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3323,TPEx,37.6,34.57726930537984,29.053159193033974,-0.5752432355656374,0.13987471713105828,middle,neutral,True,16.666666666666664,26.942499597617903,加百裕,電腦及週邊設備業
53.5,20.0,20.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 958 張（約當期成交量 -1.2%）', '近25個交易日融資餘額變化 +9.52%（下降代表籌碼較乾淨）', '近120個交易日內量增創高62.00元（44日前），目前拉回26.4%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約22.0%', '布林型態中性，無明顯訊號（帶寬21.6%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6234,TPEx,50.3,54.28519581386765,54.651292379036164,-2.862006596446443,0.21644876694880147,middle,neutral,True,26.370967741935488,21.987951807228924,高僑,光電業
53.5,22.0,18.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 10,295 張（約當期成交量 -11.8%）', '近25個交易日融資餘額變化 -1.13%（下降代表籌碼較乾淨）', '近120個交易日內量增創高36.30元（87日前），目前拉回28.0%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約35.7%', '布林型態中性，無明顯訊號（帶寬25.3%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6244,TPEx,27.55,17.447155868756578,21.3077504477791,-8.443718270409063,0.25334930523336996,lower,neutral,True,27.96143250688705,35.73487031700289,茂迪,光電業
53.0,39.5,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 +2.31 個百分點', '股東人數近2週變化 -0.22%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 1,370 張（約當期成交量 -0.6%）', '近25個交易日融資餘額變化 -48.70%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬29.6%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6127,TPEx,84.0,72.40985753403757,79.53256259061047,21.147215546964787,0.29587169074960945,middle,neutral,False,20.22703818369454,25.517241379310345,九豪,電子零組件業
52.0,30.0,0.0,10.1,12.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 3,230 張（約當期成交量 3.7%）', '融資餘額資料不足，暫給中性分數', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬24.2%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",4534,TPEx,36.1,76.69229841572249,74.11352262047689,17.843710823234428,0.2419234068053092,middle,buy_support,False,8.864265927977847,29.836065573770497,慶騰,電機機械
51.0,27.5,10.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 2,748 張（約當期成交量 -2.2%）', '近25個交易日融資餘額變化 -25.36%（下降代表籌碼較乾淨）', '近120個交易日內量增創高165.50元（12日前），目前拉回18.4%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約36.4%', '布林型態中性，無明顯訊號（帶寬38.4%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6207,TPEx,145.5,71.8808250451115,75.39324648387444,30.76538107615066,0.3838393100875165,middle,neutral,True,18.429003021148034,36.395348837209305,雷科,電子零組件業
51.0,17.5,20.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 4,909 張（約當期成交量 -3.9%）', '近25個交易日融資餘額變化 +6.57%（下降代表籌碼較乾淨）', '近120個交易日內量增創高718.00元（44日前），目前拉回40.4%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約19.8%', '布林型態中性，無明顯訊號（帶寬36.7%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",4979,TPEx,457.0,9.462250728410996,16.737093502349058,-25.13774305454334,0.367034461297047,lower,neutral,True,40.389972144846794,19.760479041916167,華星光,通信網路業
51.0,17.5,20.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,008 張（約當期成交量 -7.1%）', '近25個交易日融資餘額變化 +1.07%（下降代表籌碼較乾淨）', '近120個交易日內量增創高1295.00元（54日前），目前拉回42.7%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.3%', '布林型態中性，無明顯訊號（帶寬32.7%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3163,TPEx,799.0,13.062548791776129,13.391322374421032,-26.266975819807886,0.32688994606046284,lower,neutral,True,42.7027027027027,14.318706697459586,波若威,通信網路業
51.0,17.5,20.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 2,271 張（約當期成交量 -1.6%）', '近25個交易日融資餘額變化 +15.16%（下降代表籌碼較乾淨）', '近120個交易日內量增創高870.00元（29日前），目前拉回46.1%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約15.6%', '布林型態中性，無明顯訊號（帶寬23.9%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",4991,TPEx,521.0,12.93054624277093,19.074868852872697,-26.729244509249984,0.23862995329402278,lower,neutral,True,46.09195402298851,15.615763546798028,環宇-KY,半導體業
51.0,32.0,10.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 885 張（約當期成交量 0.4%）', '近25個交易日融資餘額變化 -32.83%（下降代表籌碼較乾淨）', '近120個交易日內量增創高143.00元（90日前），目前拉回13.6%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約25.0%', '布林型態中性，無明顯訊號（帶寬60.9%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達16.8%，過度乖離 -> 葛蘭碧賣點③']",7402,TPEx,136.0,69.71382884582783,63.49095087680698,12.835193616664888,0.6087418640060089,middle,sell_overbought,True,13.636363636363635,25.0,邑錡,光電業
49.5,22.0,20.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 17,666 張（約當期成交量 -5.6%）', '近25個交易日融資餘額變化 -7.65%（下降代表籌碼較乾淨）', '近120個交易日內量增創高81.80元（22日前），目前拉回22.4%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約17.3%', '布林型態中性，無明顯訊號（帶寬18.8%, 型態=normal, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",5309,TPEx,68.9,34.41212079452264,34.184669165843594,-3.7708685878816905,0.18792926452796704,middle,sell_breakdown,True,22.37163814180929,17.257306164821767,系統電,電子零組件業
49.0,17.5,18.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 7,434 張（約當期成交量 -6.6%）', '近25個交易日融資餘額變化 +1.30%（下降代表籌碼較乾淨）', '近120個交易日內量增創高172.50元（23日前），目前拉回24.6%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約33.0%', '布林型態中性，無明顯訊號（帶寬26.2%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8064,TPEx,138.5,56.92265476359046,61.25108305972249,3.622812960822607,0.2617844077708495,lower,neutral,True,24.637681159420293,33.04195804195804,東捷,光電業
49.0,27.5,8.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 982 張（約當期成交量 -0.7%）', '近25個交易日融資餘額變化 -17.56%（下降代表籌碼較乾淨）', '近120個交易日內量增創高91.70元（30日前），目前拉回10.0%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約41.6%', '布林型態中性，無明顯訊號（帶寬34.0%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3663,TPEx,85.1,63.443323645169116,58.066514505779374,7.721100278551522,0.3402147226154662,middle,neutral,True,10.032715376226829,41.628959276018094,鑫科,其他電子類
49.0,27.5,8.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 11,434 張（約當期成交量 6.3%）', '近25個交易日融資餘額變化 +6.46%（下降代表籌碼較乾淨）', '近120個交易日內量增創高238.00元（5日前），目前拉回2.5%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約23.7%', '布林型態中性，無明顯訊號（帶寬15.7%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3227,TPEx,235.5,75.73922591784037,77.16864095787905,5.522495546374566,0.1574801532082204,middle,neutral,True,2.5210084033613445,23.661485319516405,原相,半導體業
48.5,26.5,0.0,10.1,12.0,"['千張大戶持股比例近2週變化 +1.41 個百分點', '股東人數近2週變化 +5.84%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 330 張（約當期成交量 -0.2%）', '近25個交易日融資餘額變化 -16.62%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬24.6%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",8182,TPEx,55.2,79.6763850058507,80.04483308136051,18.87752186089044,0.2457905919459167,middle,buy_support,False,11.864406779661017,21.315192743764168,加高,電子零組件業
48.0,24.5,10.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,585 張（約當期成交量 -1.4%）', '近25個交易日融資餘額變化 -7.16%（下降代表籌碼較乾淨）', '近120個交易日內量增創高211.00元（12日前），目前拉回23.5%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約56.4%', '布林型態中性，無明顯訊號（帶寬36.6%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3362,TPEx,169.5,65.24257525599697,72.52961402374082,17.085548574190426,0.3664165329672219,lower,neutral,True,23.459715639810426,56.44329896907216,先進光,光電業
47.5,20.0,20.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 3,128 張（約當期成交量 -1.6%）', '近25個交易日融資餘額變化 +7.18%（下降代表籌碼較乾淨）', '近120個交易日內量增創高469.00元（29日前），目前拉回17.1%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.5%', '布林型態中性，無明顯訊號（帶寬16.5%, 型態=normal, 位置=lower, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",3211,TPEx,422.5,41.30961594351227,44.81178017936276,-2.453295440297578,0.1645335953172943,lower,sell_breakdown,True,17.057569296375267,14.515476803176236,順達,電腦及週邊設備業
47.5,22.0,18.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,786 張（約當期成交量 -4.3%）', '近25個交易日融資餘額變化 -0.79%（下降代表籌碼較乾淨）', '近120個交易日內量增創高293.00元（21日前），目前拉回26.3%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約35.2%', '布林型態中性，無明顯訊號（帶寬23.8%, 型態=wide, 位置=lower, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",8027,TPEx,239.0,59.26567741092022,60.87475953392627,-2.5490638393864224,0.23803426665392474,lower,sell_breakdown,True,26.27986348122867,35.19434628975265,鈦昇,電機機械
46.5,27.0,0.0,12.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 618 張（約當期成交量 1.0%）', '融資餘額資料不足，暫給中性分數', '近期未出現「量增創高後拉回」型態，此項不適用', '帶寬已大，三大法人買超，股價貼近下軌 -> 超跌轉機買點型態(範例4)（帶寬27.6%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8121,TPEx,47.05,68.43421305941222,73.33018283933586,13.358378472828928,0.2764359201497817,lower,neutral,False,20.49632352941176,43.90243902439025,越峰,電子零組件業
45.5,32.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 11,151 張（約當期成交量 3.1%）', '近25個交易日融資餘額變化 -6.33%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬21.9%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",1815,TPEx,99.5,33.584475544072134,37.419547108004956,-8.706757907350761,0.21874431158804725,middle,neutral,False,24.015748031496063,13.359580052493438,富喬,電子零組件業
45.5,17.5,18.0,2.6,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 786 張（約當期成交量 -1.0%）', '近25個交易日融資餘額變化 +13.97%（下降代表籌碼較乾淨）', '近120個交易日內量增創高75.70元（27日前），目前拉回20.1%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約24.0%', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬28.0%, 型態=wide, 位置=middle, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",8289,TPEx,63.5,61.79144465319159,62.142376333237976,3.2364484386553696,0.2801528875484758,middle,neutral,True,20.079260237780716,24.018838304552595,泰藝,電子零組件業
45.5,32.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 10,469 張（約當期成交量 2.5%）', '近25個交易日融資餘額變化 -33.39%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬22.9%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3264,TPEx,257.0,74.23638584023317,75.43390362604609,5.507026205848846,0.22866236490797706,middle,neutral,False,9.922178988326849,10.081940822305937,欣銓,半導體業
45.5,32.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 2,320 張（約當期成交量 1.3%）', '近25個交易日融資餘額變化 -23.95%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬29.1%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6274,TPEx,1630.0,76.85023874048079,80.1867392499453,12.179487179487179,0.29141738834690145,middle,neutral,False,17.105263157894736,8.955240367621068,台燿,電子零組件業
45.5,32.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 4,018 張（約當期成交量 1.0%）', '近25個交易日融資餘額變化 -19.05%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬20.0%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",5351,TPEx,89.9,66.81287669680727,64.36688913042258,14.532928729598952,0.20021058711474912,middle,neutral,False,6.713426853707418,31.367041198501873,鈺創,半導體業
44.5,19.0,12.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.67 個百分點', '股東人數近2週變化 +7.10%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 11,810 張（約當期成交量 -1.5%）', '近25個交易日融資餘額變化 +2.91%（下降代表籌碼較乾淨）', '近120個交易日內量增創高100.50元（10日前），目前拉回18.9%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約24.1%', '布林型態中性，無明顯訊號（帶寬32.8%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3707,TPEx,86.3,69.71078404673463,71.75044045599702,8.07107496463933,0.32772885376948635,middle,neutral,True,18.90547263681592,24.10714285714286,漢磊,半導體業
44.0,22.0,0.0,10.1,12.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 50 張（約當期成交量 0.0%）', '近25個交易日融資餘額變化 +21.65%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬19.2%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",3141,TPEx,83.2,86.26578991619118,86.41017335269771,15.122250325745373,0.19176168909234118,middle,buy_support,False,9.735576923076932,42.63414634146342,晶宏,半導體業
